user_id;channel_1;channel_2;channel_3;channel_4;conversions;duration
111055047182349;0.0;0.0;0.0;2.0;0.0;0
111055047413224;0.0;0.0;4.0;1.0;0.0;14
111055047596296;0.0;0.0;0.0;2.0;0.0;0
111055047734209;0.0;0.0;0.0;2.0;0.0;0
111055047738982;0.0;0.0;0.0;2.0;0.0;1
111055047797648;0.0;0.0;6.0;1.0;0.0;16
111055047816391;0.0;0.0;0.0;2.0;0.0;0
111055047873537;0.0;0.0;0.0;2.0;0.0;0
111055047899816;2.0;2.0;2.0;0.0;0.0;15
111055047990520;2.0;4.0;2.0;1.0;0.0;16
111055048285533;0.0;0.0;2.0;1.0;0.0;0
111055048482300;14.0;0.0;0.0;1.0;0.0;23
111055048588932;0.0;1.0;7.0;1.0;0.0;10
111055048591950;0.0;0.0;3.0;1.0;0.0;9
111055048703359;1.0;0.0;0.0;0.0;0.0;0
111055048815127;2.0;3.0;1.0;0.0;0.0;18
111055049027885;2.0;0.0;0.0;0.0;0.0;0
111055049422140;0.0;0.0;3.0;1.0;0.0;3
111055049446182;0.0;0.0;0.0;2.0;0.0;5
111055049497372;0.0;0.0;0.0;2.0;0.0;1
111055049558222;8.0;0.0;0.0;1.0;0.0;23
111055050822125;6.0;0.0;0.0;1.0;0.0;19
111055050848270;0.0;0.0;0.0;2.0;0.0;0
111055050950892;2.0;0.0;0.0;2.0;0.0;14
111055051380290;3.0;3.0;6.0;4.0;0.0;20
111055051411401;2.0;0.0;0.0;2.0;0.0;21
111055051813990;0.0;0.0;0.0;2.0;0.0;0
111055051821837;0.0;0.0;2.0;0.0;0.0;1
111055051918185;0.0;0.0;0.0;1.0;0.0;0
111055051983652;0.0;0.0;0.0;2.0;0.0;4
111055051995461;0.0;0.0;0.0;2.0;0.0;1
111055052201619;0.0;0.0;0.0;3.0;0.0;2
111055052414091;0.0;0.0;1.0;2.0;0.0;15
111055052569910;3.0;5.0;5.0;1.0;0.0;17
111055052639082;0.0;0.0;0.0;2.0;0.0;4
111055052745411;4.0;3.0;0.0;0.0;0.0;23
111055053018593;0.0;0.0;0.0;3.0;0.0;5
111055053097090;0.0;0.0;0.0;2.0;0.0;0
111055053124606;0.0;0.0;3.0;2.0;0.0;6
111055053524891;0.0;0.0;0.0;1.0;0.0;0
111055053664554;0.0;0.0;0.0;2.0;0.0;0
111055053746399;0.0;5.0;3.0;1.0;0.0;19
111055053767402;0.0;0.0;0.0;2.0;0.0;0
111055054109698;16.0;0.0;0.0;1.0;0.0;23
111055054273960;0.0;0.0;2.0;1.0;0.0;1
111055054365540;2.0;0.0;0.0;2.0;0.0;18
111055054405903;4.0;2.0;1.0;1.0;0.0;18
111055054784416;0.0;0.0;0.0;2.0;1.0;0
111055054802125;0.0;0.0;0.0;2.0;0.0;15
111055054854402;2.0;0.0;0.0;2.0;0.0;6
111055055318010;10.0;0.0;0.0;0.0;0.0;23
111055055610748;0.0;0.0;0.0;2.0;0.0;14
111055055908518;0.0;0.0;1.0;0.0;0.0;0
111055056077774;1.0;1.0;2.0;1.0;1.0;1
111055056245051;0.0;0.0;0.0;2.0;0.0;0
111055056255964;0.0;0.0;2.0;0.0;0.0;7
111055056385602;2.0;1.0;0.0;0.0;0.0;0
111055057318512;0.0;0.0;0.0;2.0;0.0;0
111055058155941;0.0;0.0;0.0;2.0;0.0;6
111055058251115;0.0;2.0;2.0;0.0;0.0;22
111055058257516;0.0;0.0;0.0;2.0;1.0;0
111055058422271;0.0;0.0;0.0;1.0;0.0;0
111055058459601;8.0;0.0;2.0;0.0;0.0;23
111055058539474;2.0;3.0;2.0;0.0;0.0;15
111055058547308;0.0;0.0;1.0;0.0;0.0;0
111055058649665;4.0;0.0;1.0;0.0;0.0;13
111055058657281;0.0;3.0;0.0;1.0;0.0;17
111055058817089;2.0;0.0;0.0;2.0;0.0;25
111055059043436;4.0;0.0;0.0;0.0;0.0;7
111055059237293;4.0;0.0;0.0;1.0;0.0;22
111055059441983;0.0;0.0;29.0;1.0;0.0;24
111055059491660;0.0;0.0;2.0;0.0;0.0;2
111055059914951;0.0;0.0;1.0;1.0;1.0;5
111055059940304;2.0;0.0;0.0;2.0;0.0;14
111055060087218;1.0;0.0;0.0;2.0;0.0;15
111055060114710;0.0;7.0;8.0;1.0;0.0;22
111055060159023;0.0;0.0;5.0;0.0;0.0;21
111055060457113;0.0;0.0;0.0;2.0;0.0;8
111055060536220;0.0;0.0;0.0;2.0;0.0;1
111055061264952;0.0;0.0;0.0;1.0;0.0;0
111055061610414;6.0;1.0;4.0;0.0;0.0;23
111055061829950;0.0;0.0;2.0;0.0;0.0;13
111055061903944;0.0;0.0;0.0;2.0;0.0;2
111055062036255;0.0;0.0;1.0;2.0;1.0;0
111055062254985;5.0;5.0;4.0;3.0;0.0;19
111055062430174;0.0;0.0;2.0;0.0;0.0;0
111055062582841;0.0;0.0;0.0;2.0;0.0;1
111055062841313;7.0;2.0;0.0;1.0;0.0;22
111055062852473;1.0;0.0;0.0;2.0;1.0;0
111055063095899;1.0;0.0;0.0;2.0;0.0;1
111055063104696;0.0;0.0;1.0;0.0;0.0;0
111055063130812;0.0;0.0;1.0;0.0;0.0;0
111055063134438;0.0;0.0;0.0;1.0;0.0;0
111055063198894;0.0;0.0;0.0;2.0;1.0;0
111055063321987;5.0;2.0;1.0;0.0;0.0;21
111055063465492;1.0;0.0;0.0;0.0;0.0;0
111055063758524;0.0;0.0;0.0;2.0;0.0;0
111055063782987;4.0;0.0;0.0;1.0;0.0;11
111055063866271;0.0;0.0;2.0;0.0;0.0;4
111055063901498;0.0;0.0;0.0;2.0;0.0;1
111055063987916;0.0;0.0;1.0;0.0;0.0;0
111055064049478;0.0;0.0;3.0;2.0;0.0;24
111055064341155;0.0;0.0;0.0;2.0;0.0;1
111055064440035;0.0;0.0;0.0;2.0;1.0;3
111055065120716;4.0;0.0;0.0;0.0;0.0;13
111055065576121;8.0;0.0;4.0;1.0;0.0;25
111055065899949;0.0;0.0;0.0;2.0;0.0;2
111055065908508;0.0;0.0;0.0;2.0;0.0;1
111055066097627;0.0;0.0;0.0;2.0;0.0;4
111055066315463;4.0;1.0;4.0;2.0;0.0;18
111055066376947;0.0;0.0;0.0;1.0;0.0;0
111055066524785;8.0;1.0;2.0;1.0;0.0;24
111055066664306;2.0;0.0;1.0;2.0;0.0;4
111055066763278;0.0;0.0;0.0;2.0;0.0;1
111055066955393;0.0;0.0;0.0;2.0;0.0;0
111055067196087;0.0;0.0;4.0;1.0;0.0;11
111055067348989;0.0;0.0;0.0;2.0;0.0;0
111055068012954;16.0;0.0;0.0;0.0;0.0;24
111055068111351;0.0;0.0;0.0;2.0;0.0;1
111055068278267;7.0;1.0;1.0;2.0;0.0;22
111055068733635;0.0;0.0;0.0;2.0;0.0;7
111055068901860;0.0;0.0;0.0;2.0;0.0;0
111055069449410;0.0;0.0;2.0;0.0;0.0;0
111055069462004;8.0;4.0;4.0;0.0;0.0;25
111055069542186;0.0;0.0;1.0;2.0;0.0;5
111055069546575;0.0;0.0;0.0;2.0;0.0;2
111055069572061;1.0;0.0;0.0;0.0;1.0;8
111055069629064;5.0;2.0;1.0;1.0;0.0;23
111055069816984;0.0;0.0;5.0;0.0;0.0;11
111055070058791;1.0;0.0;0.0;0.0;0.0;0
111055070238177;0.0;0.0;0.0;2.0;0.0;0
111055070260022;0.0;0.0;0.0;2.0;0.0;2
111055070475388;0.0;0.0;4.0;0.0;0.0;16
111055070645962;0.0;0.0;2.0;2.0;0.0;8
111055070790801;3.0;0.0;0.0;1.0;0.0;16
111055071096994;5.0;4.0;5.0;0.0;0.0;23
111055071158205;0.0;0.0;0.0;2.0;1.0;3
111055071337769;0.0;0.0;0.0;2.0;0.0;0
111055071375462;6.0;0.0;0.0;0.0;0.0;23
111055071409965;1.0;0.0;0.0;1.0;0.0;17
111055071556625;0.0;0.0;3.0;0.0;0.0;19
111055071756981;4.0;0.0;0.0;0.0;0.0;16
111055071787302;4.0;0.0;2.0;0.0;0.0;20
111055072159514;0.0;0.0;4.0;2.0;0.0;18
111055072275983;1.0;0.0;2.0;0.0;1.0;1
111055072525305;0.0;0.0;4.0;2.0;0.0;11
111055072851897;0.0;2.0;7.0;0.0;0.0;19
111055073016462;0.0;0.0;0.0;2.0;0.0;2
111055073031181;0.0;0.0;0.0;2.0;0.0;0
111055073411815;0.0;4.0;3.0;1.0;0.0;18
111055073499529;0.0;0.0;6.0;0.0;0.0;18
111055073542347;0.0;0.0;0.0;2.0;0.0;3
111055073760674;2.0;0.0;0.0;2.0;0.0;4
111055073979100;0.0;0.0;0.0;2.0;0.0;18
111055074185753;0.0;0.0;2.0;0.0;0.0;2
111055074536725;3.0;0.0;0.0;0.0;0.0;8
111055074584096;3.0;0.0;0.0;0.0;0.0;0
111055074920758;0.0;0.0;1.0;2.0;0.0;3
111055075195943;0.0;0.0;0.0;2.0;0.0;0
111055075429658;0.0;0.0;3.0;1.0;0.0;24
111055075466005;0.0;2.0;2.0;0.0;0.0;0
111055075576435;3.0;0.0;0.0;2.0;0.0;26
111055075760024;0.0;0.0;1.0;2.0;0.0;0
111055075984724;0.0;0.0;3.0;0.0;0.0;6
111055076272021;0.0;0.0;3.0;1.0;0.0;6
111055076298596;0.0;0.0;4.0;0.0;0.0;1
111055076438460;4.0;2.0;1.0;2.0;0.0;20
111055076488122;0.0;0.0;0.0;2.0;1.0;0
111055076532190;0.0;0.0;1.0;2.0;1.0;0
111055076584198;0.0;0.0;3.0;0.0;0.0;0
111055076603618;4.0;0.0;2.0;7.0;0.0;20
111055076860619;0.0;0.0;0.0;2.0;0.0;0
111055076867504;0.0;0.0;0.0;1.0;0.0;0
111055076954934;4.0;0.0;0.0;0.0;0.0;6
111055077167802;1.0;0.0;1.0;2.0;1.0;0
111055077233630;0.0;0.0;12.0;2.0;0.0;23
111055077236326;0.0;0.0;0.0;2.0;0.0;0
111055077574510;0.0;0.0;2.0;0.0;0.0;0
111055077643463;0.0;0.0;0.0;2.0;0.0;10
111055077862990;0.0;0.0;4.0;1.0;0.0;5
111055078130098;0.0;0.0;0.0;2.0;0.0;2
111055078613829;37.0;0.0;7.0;3.0;0.0;26
111055078898930;6.0;0.0;1.0;0.0;0.0;21
111055079222858;3.0;0.0;0.0;0.0;0.0;17
111055079240993;2.0;0.0;3.0;1.0;0.0;23
111055079250416;0.0;0.0;1.0;2.0;1.0;0
111055079293462;0.0;0.0;1.0;2.0;1.0;1
111055079646349;2.0;1.0;0.0;0.0;0.0;17
111055080475475;0.0;0.0;3.0;2.0;0.0;4
111055080490756;0.0;0.0;3.0;0.0;0.0;9
111055080581807;0.0;2.0;1.0;0.0;1.0;1
111055080662699;0.0;0.0;0.0;4.0;0.0;21
111055080798719;9.0;0.0;3.0;0.0;0.0;23
111055080886366;4.0;0.0;16.0;0.0;0.0;24
111055081144754;0.0;0.0;15.0;2.0;0.0;16
111055081267579;4.0;0.0;0.0;0.0;0.0;17
111055081342721;0.0;3.0;0.0;0.0;0.0;20
111055081548594;0.0;0.0;5.0;0.0;0.0;21
111055081967040;0.0;0.0;0.0;2.0;0.0;1
111055082111828;5.0;0.0;0.0;1.0;0.0;17
111055082217135;0.0;0.0;5.0;0.0;0.0;20
111055082434615;0.0;0.0;0.0;2.0;0.0;0
111055082634749;0.0;0.0;3.0;1.0;0.0;1
111055082636244;3.0;0.0;0.0;2.0;0.0;20
111055082667918;0.0;0.0;0.0;2.0;0.0;0
111055082772117;0.0;0.0;6.0;0.0;0.0;12
111055082890588;3.0;0.0;5.0;2.0;0.0;25
111055083100957;2.0;0.0;3.0;0.0;0.0;12
111055083185445;0.0;0.0;0.0;2.0;0.0;2
111055083375432;2.0;0.0;0.0;0.0;0.0;0
